Locality,Title,Location,Rent_raw,Rent_inr,Deposit_raw,Sqft_raw,Sqft,Price_per_sqft,Parking,Furnishing,Available_from,Property_type,Detail_URL
Aundh,"Shop in Aundh, Pune for Rent","AIMS Rd Ward No. 8, Aundh Gaon, Aundh, Near Nakoda jeweller","₹ 29,000 No Extra Maintenance",29000,₹ 1 Lac,155 sqft,155,187.1,Parking,Unfurnished,11-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-aundh-pune/8a9f8099722798d2017227e95088151c/detail
Aundh,"Godown/Warehouse in Aundh, Pune for Rent","Baner DP Road, near medi point hospital","₹ 50,000 No Extra Maintenance",50000,₹ 1 Lac,000 sqft,0,50,Parking,Unfurnished,08-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-aundh-pune/8a9fac839a676e27019a67873db90d81/detail
Aundh,"Office Space in Aundh, Pune for Rent","Near sakal nagar , Niligiri Lane , Nexa Showroom","₹ 42,000 No Extra Maintenance",42000,₹ 1.5 Lacs,200 sqft,200,35,Parking,Unfurnished,30-04-2026,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/ff808181677887de0167789c6a060cbe/detail
Aundh,"Office Space in Aundh, Pune for Rent","Parihar chowk , Prism Coropration",₹ 1.4 Lacs No Extra Maintenance,140000,₹ 5 Lacs,100 sqft,100,45.16,Parking,Semi Furnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fa284997bd31501997c0173411372/detail
Aundh,"Office Space in Aundh, Pune for Rent","Ward No. 8, Aundh Gaon, Pune Metropolitan Region Development Authority","₹ 36,000 + No Extra Maintenance",36000,₹ 1.44 Lacs,284 sqft,284,126.76,Parking,Unfurnished,08-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9f0c8386f8aea80186f952f315048c/detail
Aundh,"Office in Aundh, Pune for Rent","ITI Rd,, Reliance Digital","₹ 53,000 No Extra Maintenance",53000,₹ 1.5 Lacs,000 sqft,0,53,Parking,Furnished,08-11-2025,Office,https://www.nobroker.in/property/commercial/rent/office-in-aundh-pune/ff808181695626a101695745d5bf04f9/detail
Aundh,"Office Space in Uttam Enclave - 1, Pune for Rent","Aundh, Dmart","₹ 30,000 No Extra Maintenance",30000,₹ 1.5 Lacs,575 sqft,575,52.17,Parking,Semi Furnished,31-12-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-uttam-enclave---1-pune/8a9f9383952c7dcc01952ccb2923234c/detail
Aundh,"Office Space in Aundh, Pune for Rent","baner road, NEXA",₹ 1 Lac No Extra Maintenance,100000,₹ 3 Lacs,000 sqft,0,33.33,Parking,Unfurnished,07-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fa28697c98d210197c9928de500f0/detail
Aundh,"Office Space in Aundh, Pune for Rent","Opp DAV public school , Aundh","₹ 60,000 + ₹ 2,700 Maintenance",60000,₹ 1.5 Lacs,860 sqft,860,69.77,Parking,Semi Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8aa9a81f9a5c44eb019a5cad506a2189/detail
Aundh,"Office Space in Aundh, Pune for Rent","rajbhavan road, near indo Bremen chowk.opp pune university next to kendriya vidyalay","₹ 35,000 No Extra Maintenance",35000,₹ 1 Lac,000 sqft,0,35,Parking,Furnished,15-08-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9f02838b0041ed018b011ff020567e/detail
Aundh,"Office Space in Aundh, Pune for Rent","Rachana Ventura, Titan world showroom",₹ 2.12 Lacs No Extra Maintenance,212000,₹ 12 Lacs,115 sqft,115,100,Parking,Furnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fae88950056f40195005ba1160043/detail
Aundh,"Shop in Sakal Nagar, Pune for Rent","Baner Road, Aundh, Sakal Nagar, Aundh","₹ 18,000 No Extra Maintenance",18000,"₹ 50,000",200 sqft,200,90,Parking,Unfurnished,11-08-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-sakal-nagar-pune/8a9fdc82838c908601838d03cc2a4cdd/detail
Aundh,"Shop in Nirman Sankul Phase 1, Pune for Rent","Nirman Sankul phase 1, Nirman Sankul Phase 1","₹ 5,500 + ₹ 400 Maintenance",5500,"₹ 12,000",110 sqft,110,50,Parking,Unfurnished,14-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nirman-sankul-phase-1-pune/8a9f978277e2f49b0177e38ee6924d4e/detail
Aundh,"Office Space in Aundh, Pune for Rent","DP Road, parihar chowk","₹ 32,000 No Extra Maintenance",32000,₹ 1 Lac,900 sqft,900,35.56,Parking,Semi Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fa8849a3eaf49019a3ec541a10993/detail
Aundh,"Office Space in Aundh, Pune for Rent","Bremen Chowk, Aundh Rd, Pune Metropolitan Region Development Authority","₹ 75,000 + ₹ 9,000 Maintenance",75000,₹ 4.2 Lacs,000 sqft,0,75,Parking,Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fc58288a41ec20188a4aba76b7651/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","Fakhri Hills, Domino's Pizza | Village Kondhwa, Pune","₹ 40,000 No Extra Maintenance",40000,₹ 1 Lac,650 sqft,650,61.54,Parking,Semi Furnished,20-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/8a9f898395365726019536ae7e3e2295/detail
Kondhwa,"Office Space in Kondhwa , Pune for Rent","Tyni Audyogic Wasahat,, DMart Kondhwa","₹ 50,000 No Extra Maintenance",50000,₹ 3 Lacs,120 sqft,120,23.58,Parking,Unfurnished,15-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa--pune/8a9f02838a0b9276018a0c53c50d0753/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","NIBM, Clover mall","₹ 45,000 No Extra Maintenance",45000,₹ 2 Lacs,486 sqft,486,92.59,Parking,Unfurnished,12-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-pune/8a9fb08799b2c99a0199b2f44751124e/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","Shivneri Nagar, HATTRICK SPORTS BAT SHOP","₹ 10,000 No Extra Maintenance",10000,"₹ 30,000",250 sqft,250,40,Parking,Unfurnished,19-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-pune/8a9fc7039219d513019219e389ca044c/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","HM Royal Society,Talab factory, Opp Ranka Jwellers, Vijay Sales","₹ 23,000 No Extra Maintenance",23000,"₹ 70,000",525 sqft,525,43.81,Parking,Semi Furnished,15-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/8a9f938997a2101f0197a22b3e3f0904/detail
Kondhwa,"Office Space in Kondhwa Budruk, Pune for Rent","khadi machine chowk , Space 31","₹ 35,000 + ₹ 4,000 Maintenance",35000,"₹ 60,000",436 sqft,436,80.28,Parking,Furnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-budruk-pune/8a9fcb82813e43b801813e7fac272395/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","Picasso Plaza NIBM Cross Road, Krishnakevalnagar, Shivneri Nagar, Near Jyoti Pure Veg Restaurant","₹ 15,000 No Extra Maintenance",15000,"₹ 45,000",250 sqft,250,60,Parking,Unfurnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/8a9f9d827bc4dd38017bc500ab070dd4/detail
Kondhwa,"Godown/Warehouse in Kondhwa, Pune for Rent","Mitha Nagar, sheetal Hindustan Petroleum Corporation Limited","₹ 15,000 No Extra Maintenance",15000,"₹ 50,000",200 sqft,200,75,Parking,Unfurnished,09-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-kondhwa-pune/8a9f92439274cffb0192752126fe17df/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","Salunke Vihar Road, Opp. Parmar Residency, Bramha Aangan Soc","₹ 14,500 No Extra Maintenance",14500,"₹ 50,000",200 sqft,200,72.5,Parking,Unfurnished,09-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/8aa9b7029a6d8038019a6da7bc74148a/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","capital mall, capital mall","₹ 18,000 No Extra Maintenance",18000,"₹ 60,000",360 sqft,360,50,Parking,Furnished,31-12-2023,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/8a9f90827bf47fbc017bf91edb8f169c/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","Betal Nagar,, BISMILLAH CHICKEN AND EGG CENTRE","₹ 17,998 No Extra Maintenance",17998,"₹ 30,000",110 sqft,110,163.62,Parking,Unfurnished,18-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-pune/8a9f84838f3db2ba018f3e0f614030bc/detail
Kondhwa,"Shop in Kondhwa Budruk, Pune for Rent","Kapil Nagar, BRACT'S, Vishwakarma Institute of Information Technology","₹ 16,000 No Extra Maintenance",16000,"₹ 60,000",250 sqft,250,64,Parking,Unfurnished,07-05-2021,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-budruk-pune/8a9fb082794ac9fd01794b65039d62c8/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","Somji , near CROWN BAKERY","₹ 22,000 No Extra Maintenance",22000,₹ 1 Lac,312 sqft,312,70.51,Parking,Unfurnished,10-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-pune/8a9f8e03925b7e9101925ba654580e03/detail
Kondhwa,"Shop in Shivneri Nagar, Pune for Rent","Rukmini Mandir Shivneri Nagar Kondhwa Khurd, Opposite Rukmini Mandir Lane No.21 Shivneri Nagar Kondhaw Khurd","₹ 25,000 No Extra Maintenance",25000,"₹ 60,000",755 sqft,755,33.11,Parking,Furnished,10-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-shivneri-nagar-pune/8a9fae8499c912c80199c931c4b40968/detail
Kondhwa,"Commercial Property in Sr No 59, 4/10/35, Lane No. 23, B Near Kamble, Shivneri Nagar, Housekondhwa Khurd, Pune, Maharashtra 411048, India, Pune for Rent","Shama Complex Building, Labbaik General Store Lane no.23B Shama Complex Building Shivneri Nagar Kondhwa Khurd Pune","₹ 4,000 No Extra Maintenance",4000,"₹ 15,000",455 sqft,455,8.79,Parking,Furnished,10-11-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-sr-no-59--4-10-35--lane-no--23--b-near-kamble--shivneri-nagar--housekondhwa-khurd--pune--maharashtra-411048--india-pune/8aa98e919a6ddd8b019a6e3070e426b7/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","Bhagyoday Nagar,, Dwitiya Dagdusheth Ganpati","₹ 20,000 No Extra Maintenance",20000,"₹ 50,000",432 sqft,432,46.3,Parking,Unfurnished,10-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-pune/8a9fd182847e9b6201847eca7433188d/detail
Kondhwa,"Office Space in Kondwa, Pune for Rent","nibm cross road , world of jewellery","₹ 45,000 No Extra Maintenance",45000,₹ 1.5 Lacs,500 sqft,500,30,Parking,Unfurnished,05-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondwa-pune/ff80818167110ea70167111e1ab00b60/detail
Kondhwa,"Shop in Kondhawa Budruk, Pune for Rent","Lane Number 3, Lane Number 3","₹ 25,000 No Extra Maintenance",25000,₹ 2 Lacs,580 sqft,580,43.1,Parking,Unfurnished,04-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhawa-budruk-pune/8a9fb9849a534269019a5391f2f01e1a/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","Lullanagar kondhwa road, Jyoti Pure Veg Restaurant","₹ 30,000 + No Extra Maintenance",30000,"₹ 60,000",650 sqft,650,46.15,Parking,Semi Furnished,18-11-2024,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/8a9f05828841a131018841c016f00c8e/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","military wall Shivneri Nagar,, near k tech school","₹ 8,000 No Extra Maintenance",8000,"₹ 30,000",200 sqft,200,40,Parking,Unfurnished,31-03-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in--kondhwa-pune/8a9fac8285f2da0f0185f33b87f33fab/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","kondhwa Rd, Bhagyoday Nagar, Bhagyaodaya Nagar, Makkah Masjid","₹ 20,000 No Extra Maintenance",20000,₹ 1 Lac,370 sqft,370,54.05,Parking,Furnished,01-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-pune/8a9fb9848a30e742018a3140d7415a2a/detail
Kondhwa,"Shop in Kondhwa, Pune for Rent","Picasso Plaza NIBM Cross Road, Krishnakevalnagar, Shivneri Nagar, , Jyoti Pure Veg Restaurant","₹ 18,000 No Extra Maintenance",18000,"₹ 50,000",322 sqft,322,55.9,Parking,Semi Furnished,01-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kondhwa-pune/8a9f824b71d3e50f0171d44a16f31e62/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","Kondhwan Main Road , near HP Petrol Pump","₹ 40,000 No Extra Maintenance",40000,₹ 1 Lac,550 sqft,550,72.73,Parking,Unfurnished,26-08-2023,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/ff808181680dbb0201680dc8545306c7/detail
Kondhwa,"Office Space in Bramha Majestic, Pune for Rent","Bramha Majestic Co. Housing Society , Kausarbaug Masjid","₹ 15,000 No Extra Maintenance",15000,"₹ 45,000",128 sqft,128,117.19,Parking,Unfurnished,31-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bramha-majestic-pune/8a9fae839a3a5e35019a3aae7f33183b/detail
Kondhwa,"Shop in Parmar Pavan, Pune for Rent","Kondhwa Khurd, Near Dominoz Pizza","₹ 40,000 + ₹ 1,200 Maintenance",40000,₹ 2 Lacs,560 sqft,560,71.43,Parking,Semi Furnished,29-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-parmar-pavan-pune/8a9fb88b8957522d0189582801647744/detail
Kondhwa,"Office Space in Kondhwa, Pune for Rent","Fakhri Hills, Domino's Pizza | Village Kondhwa, Pune","₹ 40,000 No Extra Maintenance",40000,₹ 1 Lac,650 sqft,650,61.54,Parking,Semi Furnished,20-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-pune/8a9f898395365726019536ae7e3e2295/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Balewadi Road, laxman nagar , opp.Aromas Hyderabad House","₹ 38,000 No Extra Maintenance",38000,₹ 1 Lac,653 sqft,653,58.19,Parking,Semi Furnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/ff8081816ad8f563016ad90154810820/detail
Balewadi,"Office Space in Elite Premio Building, Pune for Rent","Balewadi, Above Agent Jack","₹ 70,000 + ₹ 4,000 Maintenance",70000,₹ 2 Lacs,900 sqft,900,77.78,Parking,Semi Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-elite-premio-building-pune/8a9faf8899372f1b0199378d626e2869/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Baner High Street, Chul Mutton Baner","₹ 1.5 Lacs + ₹ 12,000 Maintenance",150000,₹ 9 Lacs,766 sqft,766,84.94,Parking,Unfurnished,19-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9f8c83916f75b901916fde93c22e80/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Nandan Probiz, Sai Chauk Road","₹ 51,000 + No Extra Maintenance",51000,₹ 1.3 Lacs,595 sqft,595,85.71,Parking,Semi Furnished,06-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9f91999869a4ad01986a0368662df2/detail
Balewadi,"Co-Working space in Balewadi, Pune for Rent","Baner, Mitcon","₹ 5,000 No Extra Maintenance",5000,"₹ 10,000",500 sqft,500,10,Parking,Furnished,24-09-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-balewadi-pune/8a9f8b85998173630199818776820435/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Balewadi - Hinjawadi Rd Patil Nagar, Mitcon Institute of Management balewadi","₹ 66,000 No Extra Maintenance",66000,₹ 1.3 Lacs,409 sqft,409,46.84,Parking,Semi Furnished,15-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9f8b8395ad37960195ad75fe2319a2/detail
Balewadi,"Shop in Townhouse By Bramhacorp, Pune for Rent",Townhouse BramhaCorp,"₹ 35,000 No Extra Maintenance",35000,"₹ 50,000",370 sqft,370,94.59,Parking,Unfurnished,14-07-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-townhouse-by-bramhacorp-pune/8a9fad89980eb05801980ef79a65117d/detail
Balewadi,"Office Space in Patil Nagar, Balewadi, Pune for Rent","patil nagar, balewadi,","₹ 20,000 No Extra Maintenance",20000,"₹ 25,000",370 sqft,370,54.05,Parking,Unfurnished,14-05-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-patil-nagar--balewadi-pune/8a9fae8596cda2280196cdfd6c4325c2/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Comfort Zone Nest, Opp Umarji Hospital","₹ 70,000 No Extra Maintenance",70000,₹ 1.5 Lacs,350 sqft,350,51.85,Parking,Semi Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9f8d839a639105019a63b3cedc0ab7/detail
Balewadi,"Shop in Balewadi, Pune for Rent","Near F Residence, Balewadi","₹ 40,000 No Extra Maintenance",40000,₹ 1 Lac,550 sqft,550,72.73,Parking,Unfurnished,30-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-balewadi-pune/8a9fde82858baf9d01858bc738541036/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","panchshil business park, off, Baner - Balewadi Rd, , Balewadi High Street","₹ 50,000 + ₹ 8,700 Maintenance",50000,₹ 3 Lacs,580 sqft,580,86.21,Parking,Unfurnished,06-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9f8b43903de6dd01903e5504e11f2a/detail
Balewadi,"Shop in Balewadi, Pune for Rent","Yashoda Chowk, Opposite Madhuban Society","₹ 21,000 No Extra Maintenance",21000,₹ 1 Lac,150 sqft,150,140,Parking,Unfurnished,27-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-balewadi-pune/8a9fae869920e40f019920ea2bef0011/detail
Balewadi,"Co-Working space in Tejonidhi Apartment, Pune for Rent","Tejonidhi Apartment,behind Mitcon International School, Near Amar Tech Park Balewadi","₹ 20,000 No Extra Maintenance",20000,"₹ 60,000",800 sqft,800,25,Parking,Furnished,31-10-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-tejonidhi-apartment-pune/8a9f8e839a35a5b9019a35c598b8071c/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Balewadi Rd, MITCON Institute of Management","₹ 65,000 + ₹ 1,250 Maintenance",65000,₹ 1.5 Lacs,300 sqft,300,50,Parking,Furnished,29-04-2026,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/ff8081816b562516016b5636291b0c1e/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Balewadi Gaon, Kunal Aspiree","₹ 55,000 No Extra Maintenance",55000,₹ 2 Lacs,600 sqft,600,91.67,Parking,Unfurnished,20-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9fb3849a04bf4d019a050cd1660d3d/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","office 107, Madhuban Business park, Sapphire Road, Balewadi, Pune- 411045, UCO Bank","₹ 38,000 No Extra Maintenance",38000,"₹ 80,000",550 sqft,550,69.09,Parking,Furnished,29-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9f8e8699387fba0199389de7e80a8a/detail
Balewadi,"Godown/Warehouse in Balewadi, Pune for Rent","Mumbai Hwy, in Adhiraj complex",₹ 1.75 Lacs No Extra Maintenance,175000,₹ 5.25 Lacs,000 sqft,0,35,Parking,Unfurnished,24-10-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-balewadi-pune/8a9f9190732eb91d01733197a0276ad3/detail
Balewadi,"Office Space in Balewadi, Pune for Rent","Balewadi High Street,","₹ 3.6 Lacs + ₹ 22,000 Maintenance",360000,₹ 21.6 Lacs,773 sqft,773,75.42,Parking,Semi Furnished,10-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-balewadi-pune/8a9f9e8599d215cd0199d21fb4910450/detail
Balewadi,"Godown/Warehouse in Balewadi, Pune for Rent","Balewadi Gaon, Near ANP Universe",₹ 1.6 Lacs No Extra Maintenance,160000,₹ 4.8 Lacs,000 sqft,0,20,Parking,Unfurnished,21-10-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-balewadi-pune/8a9f85c38e51c95d018e51e70bba0fcd/detail
Balewadi,"Commercial Property in Balewadi, Pune for Rent","Balewadi High Street, Payal Super Market","₹ 9.25 Lacs + ₹ 55,000 Maintenance",925000,₹ 50 Lacs,531 sqft,531,141.63,Parking,Furnished,31-10-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-balewadi-pune/8a9f90827c94c99d017c96987cbe2b4e/detail
